codigo_uf;Estado;Semana;srag_excesso;srag_tot_2020;covid;covid_sub;covid_acum;covid_sub_acum;populacao;covid_100k;covid_sub_100k;covid_acum_100k;covid_sub_acum_100k;UF;code_region;Regiao
52;Goiás; 2;   11;   15;   0;  11;    0;   13; 7018354; 0,000000000; 0,15673191;0,000000e+00; 0,18522862;GO;5;Centro Oeste
52;Goiás; 3;    9;   12;   0;   9;    0;   22; 7018354; 0,000000000; 0,12823520;0,000000e+00; 0,31346381;GO;5;Centro Oeste
52;Goiás; 4;    1;    5;   0;   1;    0;   23; 7018354; 0,000000000; 0,01424836;0,000000e+00; 0,32771217;GO;5;Centro Oeste
52;Goiás; 5;    5;   10;   0;   5;    0;   28; 7018354; 0,000000000; 0,07124178;0,000000e+00; 0,39895394;GO;5;Centro Oeste
52;Goiás; 6;    2;    6;   0;   2;    0;   30; 7018354; 0,000000000; 0,02849671;0,000000e+00; 0,42745065;GO;5;Centro Oeste
52;Goiás; 7;    5;   11;   0;   5;    0;   35; 7018354; 0,000000000; 0,07124178;0,000000e+00; 0,49869243;GO;5;Centro Oeste
52;Goiás; 8;    3;    9;   0;   3;    0;   38; 7018354; 0,000000000; 0,04274507;0,000000e+00; 0,54143749;GO;5;Centro Oeste
52;Goiás; 9;   10;   16;   0;  10;    0;   48; 7018354; 0,000000000; 0,14248355;0,000000e+00; 0,68392104;GO;5;Centro Oeste
52;Goiás;10;   26;   33;   0;  26;    0;   74; 7018354; 0,000000000; 0,37045723;0,000000e+00; 1,05437828;GO;5;Centro Oeste
52;Goiás;11;   84;   93;  11;  73;   11;  147; 7018354; 0,156731906; 1,04012992;1,567319e-01; 2,09450820;GO;5;Centro Oeste
52;Goiás;12;  158;  165;  18; 140;   29;  287; 7018354; 0,256470392; 1,99476971;4,132023e-01; 4,08927791;GO;5;Centro Oeste
52;Goiás;13;  145;  155;  25; 120;   54;  407; 7018354; 0,356208877; 1,70980261;7,694112e-01; 5,79908053;GO;5;Centro Oeste
52;Goiás;14;  162;  171;  34; 128;   88;  535; 7018354; 0,484444073; 1,82378945;1,253855e+00; 7,62286998;GO;5;Centro Oeste
52;Goiás;15;  149;  157;  31; 118;  119;  653; 7018354; 0,441699008; 1,68130590;1,695554e+00; 9,30417588;GO;5;Centro Oeste
52;Goiás;16;  147;  166;  30; 117;  149;  770; 7018354; 0,427450653; 1,66705755;2,123005e+00;10,97123343;GO;5;Centro Oeste
52;Goiás;17;  182;  195;  48; 134;  197;  904; 7018354; 0,683921045; 1,90927958;2,806926e+00;12,88051301;GO;5;Centro Oeste
52;Goiás;18;  239;  258;  75; 164;  272; 1068; 7018354; 1,068626632; 2,33673024;3,875553e+00;15,21724325;GO;5;Centro Oeste
52;Goiás;19;  246;  264;  72; 174;  344; 1242; 7018354; 1,025881567; 2,47921379;4,901434e+00;17,69645703;GO;5;Centro Oeste
52;Goiás;20;  270;  285;  89; 181;  433; 1423; 7018354; 1,268103604; 2,57895227;6,169538e+00;20,27540931;GO;5;Centro Oeste
52;Goiás;21;  288;  302;  90; 198;  523; 1621; 7018354; 1,282351959; 2,82117431;7,451890e+00;23,09658361;GO;5;Centro Oeste
53;Distrito Federal; 1;   24;   27;   0;  24;    0;   24; 3015268; 0,000000000; 0,79594915;0,000000e+00; 0,79594915;DF;5;Centro Oeste
53;Distrito Federal; 2;   17;   19;   0;  17;    0;   41; 3015268; 0,000000000; 0,56379731;0,000000e+00; 1,35974646;DF;5;Centro Oeste
53;Distrito Federal; 3;   19;   21;   0;  19;    0;   60; 3015268; 0,000000000; 0,63012641;0,000000e+00; 1,98987287;DF;5;Centro Oeste
53;Distrito Federal; 4;   18;   20;   0;  18;    0;   78; 3015268; 0,000000000; 0,59696186;0,000000e+00; 2,58683474;DF;5;Centro Oeste
53;Distrito Federal; 5;   19;   20;   0;  19;    0;   97; 3015268; 0,000000000; 0,63012641;0,000000e+00; 3,21696115;DF;5;Centro Oeste
53;Distrito Federal; 6;   16;   19;   0;  16;    0;  113; 3015268; 0,000000000; 0,53063277;0,000000e+00; 3,74759391;DF;5;Centro Oeste
53;Distrito Federal; 7;   25;   27;   0;  25;    0;  138; 3015268; 0,000000000; 0,82911370;0,000000e+00; 4,57670761;DF;5;Centro Oeste
53;Distrito Federal; 8;   37;   38;   0;  37;    0;  175; 3015268; 0,000000000; 1,22708827;0,000000e+00; 5,80379588;DF;5;Centro Oeste
53;Distrito Federal; 9;   46;   51;   0;  46;    0;  221; 3015268; 0,000000000; 1,52556920;0,000000e+00; 7,32936508;DF;5;Centro Oeste
53;Distrito Federal;10;   60;   65;   3;  57;    3;  278; 3015268; 0,099493644; 1,89037923;9,949364e-02; 9,21974431;DF;5;Centro Oeste
53;Distrito Federal;11;   99;  107;   5;  94;    8;  372; 3015268; 0,165822739; 3,11746750;2,653164e-01;12,33721182;DF;5;Centro Oeste
53;Distrito Federal;12;  177;  184;  26; 151;   34;  523; 3015268; 0,862278245; 5,00784673;1,127595e+00;17,34505855;DF;5;Centro Oeste
53;Distrito Federal;13;  159;  168;  43; 116;   77;  639; 3015268; 1,426075559; 3,84708756;2,553670e+00;21,19214610;DF;5;Centro Oeste
53;Distrito Federal;14;  145;  156;  26; 119;  103;  758; 3015268; 0,862278245; 3,94658120;3,415948e+00;25,13872730;DF;5;Centro Oeste
53;Distrito Federal;15;  164;  170;  33; 131;  136;  889; 3015268; 1,094430081; 4,34455577;4,510379e+00;29,48328308;DF;5;Centro Oeste
53;Distrito Federal;16;  180;  188;  47; 133;  183; 1022; 3015268; 1,558733751; 4,41088487;6,069112e+00;33,89416795;DF;5;Centro Oeste
53;Distrito Federal;17;  220;  227;  77; 143;  260; 1165; 3015268; 2,553670188; 4,74253035;8,622782e+00;38,63669830;DF;5;Centro Oeste
53;Distrito Federal;18;  284;  294; 126; 158;  386; 1323; 3015268; 4,178733035; 5,23999857;1,280152e+01;43,87669686;DF;5;Centro Oeste
53;Distrito Federal;19;  305;  313; 184; 121;  570; 1444; 3015268; 6,102276813; 4,01291030;1,890379e+01;47,88960716;DF;5;Centro Oeste
53;Distrito Federal;20;  374;  383; 252; 122;  822; 1566; 3015268; 8,357466069; 4,04607484;2,726126e+01;51,93568200;DF;5;Centro Oeste
53;Distrito Federal;21;  443;  454; 285; 158; 1107; 1724; 3015268; 9,451896150; 5,23999857;3,671315e+01;57,17568057;DF;5;Centro Oeste
